Age,,Height (cm),Weight (kg),,Workout Duration (mins),,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%)
40,,168,104,,50,,148,11743,3.59,Low,9.4,1.9,2657,69,38.4,28.5
27,,190,109,,117,,117,11611,12.96,Medium,5.3,1.9,2964,87,38.4,28.5
27,,176,110,,94,,113,10322,1.46,Medium,7.4,1.9,3939,89,38.4,28.5
27,,188,119,,70,,137,9903,7.23,Medium,4.4,1.9,1685,58,38.4,28.5
24,,152,98,,30,,100,13199,6.73,Medium,9.9,1.9,3438,82,38.4,28.5
46,,173,87,,97,,179,1425,12.51,Medium,5.1,1.9,3434,86,38.4,28.5
52,,181,84,,76,,88,4064,14.53,Medium,9.5,1.9,2302,77,38.4,28.5
27,,151,105,,69,,92,4375,5.47,Medium,5.6,1.9,3157,69,38.4,28.5
53,,183,62,,18,,134,16160,12.96,Medium,9.2,1.9,3403,74,38.4,28.5
28,,194,61,,72,,169,18205,1.35,High,6.5,1.9,2730,64,38.4,28.5
27,,166,86,,56,,130,4481,2.59,High,7.8,1.9,2534,85,38.4,28.5
38,,195,105,,39,,174,14188,4.59,High,7.3,1.9,1664,83,38.4,28.5
47,,181,95,,113,,94,18817,11,Low,4.6,1.9,3719,50,38.4,28.5
39,,151,107,,72,,111,13591,9.23,Low,6.4,1.9,3112,77,38.4,28.5
52,,195,71,,78,,151,9836,1.85,Low,4.4,1.9,2486,70,38.4,28.5
23,,190,59,,33,,177,14084,4.25,Medium,8.1,1.9,2806,51,38.4,28.5
24,,152,57,,94,,158,19459,7.5,Medium,4.5,1.9,3218,69,38.4,28.5
53,,174,58,,97,,176,11830,13.01,High,9.9,1.9,3953,82,38.4,28.5
21,,166,58,,65,,179,7762,8.27,Medium,4.4,1.9,3026,59,38.4,28.5
59,,197,112,,50,,119,2307,12.27,Low,6.9,1.9,1577,73,38.4,28.5
22,,166,99,,96,,97,15560,14.22,High,9.9,1.9,2197,87,38.4,28.5
27,,195,60,,40,,100,9481,4.93,Medium,4,1.9,3469,67,38.4,28.5
27,,173,91,,88,,154,11111,14.22,Low,7.4,1.9,2163,56,38.4,28.5
45,,192,75,,46,,115,17918,4.87,High,7.7,1.9,3814,85,38.4,28.5
59,,197,111,,43,,119,17323,6.28,Medium,7,1.9,3872,62,38.4,28.5
35,,179,118,,78,,103,18869,11.05,Medium,5.5,1.9,3910,50,38.4,28.5
47,,180,68,,72,,117,3646,2.59,Low,6.5,1.9,2711,66,38.4,28.5
28,,151,88,,91,,140,12085,14.49,High,5.3,1.9,1715,69,38.4,28.5
38,,181,75,,63,,138,15086,7.84,Medium,9.9,1.9,2845,56,38.4,28.5
54,,178,94,,79,,105,14948,13.6,High,8,1.9,3962,85,38.4,28.5
46,,159,94,,70,,130,6584,11.23,Medium,4.7,1.9,1877,50,38.4,28.5
31,,175,71,,106,,141,18910,12.35,Medium,7.2,1.9,3502,88,38.4,28.5
51,,189,110,,87,,88,6659,9.06,Low,7.2,1.9,1677,64,38.4,28.5
34,,187,77,,93,,157,2461,0.82,High,9.3,1.9,3111,61,38.4,28.5
49,,171,94,,38,,129,15160,13.83,Low,9.5,1.9,3489,66,38.4,28.5
18,,153,89,,13,,115,13738,9.78,Low,8.2,1.9,3521,58,38.4,28.5
55,,156,114,,59,,137,1403,11.43,Low,8.2,1.9,3271,85,38.4,28.5
30,,174,60,,26,,102,12015,8.69,Low,7,1.9,3248,50,38.4,28.5
59,,191,57,,65,,113,13067,3.01,High,7.5,1.9,2387,54,38.4,28.5
32,,154,109,,69,,141,16153,3.73,Medium,8.7,1.9,2970,79,38.4,28.5
58,,187,68,,109,,132,1835,1.73,Medium,9.4,1.9,3436,79,38.4,28.5
49,,191,76,,10,,123,10660,9.4,Medium,8.3,1.9,2797,71,38.4,28.5
34,,160,87,,54,,138,4731,7.86,High,5.1,1.9,3645,51,38.4,28.5
23,,197,82,,107,,108,8914,10.65,High,9.1,1.9,3485,65,38.4,28.5
48,,160,65,,33,,124,9545,8.26,High,6.8,1.9,3210,60,38.4,28.5
21,,171,110,,99,,126,10129,3.98,High,8,1.9,2553,82,38.4,28.5
53,,180,64,,46,,80,17186,12.5,Low,7.7,1.9,1595,57,38.4,28.5
19,,189,114,,67,,115,19272,13.11,Medium,4.1,1.9,3570,83,38.4,28.5
37,,166,67,,80,,80,13185,13.79,Low,8.4,1.9,3989,65,38.4,28.5
36,,150,62,,65,,159,12383,4.52,High,9.7,1.9,3771,54,38.4,28.5
33,,184,104,,119,,172,2643,11.9,Low,7.9,1.9,2318,68,38.4,28.5
25,,172,65,,13,,178,9794,7.51,Low,7.4,1.9,3813,78,38.4,28.5
51,,197,113,,76,,119,7258,6.93,Medium,7.4,1.9,3461,70,38.4,28.5
51,,153,89,,24,,115,17705,14.53,High,8.7,1.9,3703,57,38.4,28.5
19,,183,112,,108,,105,11918,14.14,Low,6.2,1.9,2640,80,38.4,28.5
32,,191,96,,18,,139,18803,12.47,Medium,9.9,1.9,3073,65,38.4,28.5
40,,159,110,,92,,148,5413,13.19,Medium,8.7,1.9,2548,56,38.4,28.5
25,,166,91,,15,,94,6540,4.62,High,5.9,1.9,1810,82,38.4,28.5
58,,173,89,,40,,119,1476,11.45,High,7,1.9,3210,79,38.4,28.5
18,,186,100,,74,,145,9114,11.14,High,7.2,1.9,2896,68,38.4,28.5
32,,196,57,,54,,91,3283,1.41,Low,5.2,1.9,2195,81,38.4,28.5
29,,162,70,,115,,123,1561,6.28,Medium,6.9,1.9,2947,58,38.4,28.5
46,,168,57,,105,,117,6911,7.52,Medium,4.9,1.9,2662,50,38.4,28.5
39,,180,62,,68,,169,17631,4.92,Medium,8.4,1.9,1837,88,38.4,28.5
30,,154,84,,77,,113,18411,3.73,Low,8.3,1.9,2000,74,38.4,28.5
51,,163,111,,62,,132,15084,8.45,Low,9.8,1.9,2332,88,38.4,28.5
47,,181,84,,62,,167,5103,8.32,Low,5.1,1.9,3264,73,38.4,28.5
45,,150,51,,67,,80,16780,9.37,Low,7.4,1.9,2227,75,38.4,28.5
39,,156,69,,58,,175,15439,1.08,Low,7.6,1.9,2068,78,38.4,28.5
33,,191,55,,52,,172,16634,10.65,Low,5.6,1.9,3347,58,38.4,28.5
23,,182,108,,40,,165,13381,3.67,Low,7.5,1.9,2197,85,38.4,28.5
37,,187,80,,93,,142,19858,5.29,High,6.5,1.9,2340,70,38.4,28.5
48,,173,83,,99,,126,17999,3.25,Medium,9.4,1.9,3340,71,38.4,28.5
53,,179,55,,66,,109,1903,2.6,High,9.4,1.9,2779,73,38.4,28.5
56,,159,93,,59,,86,17704,8.86,Medium,8.7,1.9,3929,66,38.4,28.5
53,,163,52,,106,,152,17845,2.62,High,8.2,1.9,1911,80,38.4,28.5
42,,180,67,,82,,104,2573,3.01,Medium,5.6,1.9,3441,58,38.4,28.5
39,,177,50,,45,,100,7758,10.24,Medium,5.1,1.9,3483,81,38.4,28.5
32,,187,57,,69,,154,13847,8.87,Low,8.9,1.9,2087,83,38.4,28.5
38,,169,62,,26,,173,12200,0.96,Low,8.1,1.9,2944,59,38.4,28.5
41,,194,87,,61,,81,16987,3.92,Medium,7,1.9,2614,70,38.4,28.5
45,,175,60,,76,,163,1066,12.6,Low,5.5,1.9,2976,61,38.4,28.5
55,,157,83,,64,,100,16948,1.54,Low,6.5,1.9,3706,73,38.4,28.5
28,,161,71,,108,,112,8499,7.46,Medium,4.9,1.9,1599,70,38.4,28.5
56,,173,104,,24,,121,10400,13.9,High,8.9,1.9,3445,64,38.4,28.5
38,,154,90,,12,,148,11379,13.23,Medium,6.9,1.9,2469,85,38.4,28.5
20,,174,100,,119,,105,4784,7.01,Medium,7.9,1.9,2832,65,38.4,28.5
40,,189,115,,11,,124,11116,5.78,High,7.4,1.9,3116,84,38.4,28.5
59,,153,59,,19,,97,6818,4.01,Medium,9.1,1.9,2672,68,38.4,28.5
30,,175,114,,33,,177,19270,4.99,Low,7.4,1.9,3532,59,38.4,28.5
27,,152,116,,102,,165,18714,4.7,Medium,5.7,1.9,1828,85,38.4,28.5
38,,197,95,,114,,95,16596,12.05,Medium,5.8,1.9,2619,72,38.4,28.5
24,,175,70,,66,,179,18673,0.61,Medium,7.2,1.9,2356,76,38.4,28.5
24,,191,63,,23,,157,9068,4.94,High,7.6,1.9,2537,86,38.4,28.5
51,,171,94,,54,,93,16074,11.82,High,5.9,1.9,2211,84,38.4,28.5
23,,154,98,,85,,96,1923,12.67,High,7,1.9,1865,68,38.4,28.5
26,,184,103,,43,,148,2467,12.26,Low,8.9,1.9,3479,72,38.4,28.5
23,,174,78,,79,,147,11445,13.01,Low,8.4,1.9,3511,50,38.4,28.5
58,,179,56,,56,,123,5895,7.45,Medium,7.5,1.9,1571,59,38.4,28.5
23,,191,52,,69,,84,4601,1.7,High,9.8,1.9,3197,67,38.4,28.5
45,,189,97,,29,,130,3014,3.67,Medium,5.6,1.9,1613,69,38.4,28.5
28,,185,99,,35,,85,17936,8.34,High,5.3,1.9,2896,62,38.4,28.5
41,,176,75,,24,,158,3275,2.15,High,8.1,1.9,3465,79,38.4,28.5
38,,150,92,,104,,92,5191,6.97,Low,9.6,1.9,2611,74,38.4,28.5
19,,164,108,,87,,90,8937,3.57,High,8.1,1.9,3044,66,38.4,28.5
35,,170,69,,89,,173,18150,14.12,Low,9.7,1.9,1808,77,38.4,28.5
56,,154,117,,70,,157,19736,10.46,Low,6.6,1.9,2288,62,38.4,28.5
51,,189,57,,47,,81,4689,3.95,High,6.9,1.9,2114,77,38.4,28.5
37,,180,57,,67,,124,18478,5.15,High,10,1.9,1563,64,38.4,28.5
34,,196,88,,119,,167,2090,13.18,High,6.4,1.9,1564,78,38.4,28.5
30,,167,115,,34,,141,9143,12.99,High,6.1,1.9,1630,51,38.4,28.5
48,,189,88,,101,,152,4267,2.43,Low,4.7,1.9,2405,86,38.4,28.5
30,,152,117,,113,,173,7182,7.6,High,8.9,1.9,3447,86,38.4,28.5
59,,164,51,,89,,109,10142,13.8,Low,8.3,1.9,3420,81,38.4,28.5
25,,160,83,,103,,102,4094,13.09,High,4.3,1.9,2023,61,38.4,28.5
21,,156,73,,28,,126,10543,3.63,Medium,9.4,1.9,3748,55,38.4,28.5
18,,154,111,,56,,126,5128,13.74,High,8.9,1.9,2553,75,38.4,28.5
59,,198,64,,77,,124,17945,0.9,Low,5.4,1.9,3280,52,38.4,28.5
31,,183,70,,61,,176,19267,8.65,Medium,5,1.9,3720,70,38.4,28.5
32,,191,76,,110,,107,15638,7.18,High,7.7,1.9,3879,71,38.4,28.5
25,,184,71,,91,,101,8442,13.67,High,5.1,1.9,3512,68,38.4,28.5
56,,172,52,,41,,137,16117,6.35,Medium,7.6,1.9,3008,73,38.4,28.5
18,,179,92,,22,,176,11974,7.4,High,4.6,1.9,1891,89,38.4,28.5
25,,161,108,,43,,89,19828,11.21,Low,7.5,1.9,3017,64,38.4,28.5
32,,161,115,,53,,110,9781,5.75,Low,4.2,1.9,2871,75,38.4,28.5
32,,184,70,,65,,80,11365,8.01,Low,4.7,1.9,2195,76,38.4,28.5
26,,182,118,,79,,96,12923,6.1,High,9.5,1.9,1917,83,38.4,28.5
54,,175,51,,76,,168,2940,13.93,Medium,8.1,1.9,1894,77,38.4,28.5
57,,170,93,,71,,109,5082,13.47,Medium,5.1,1.9,1590,52,38.4,28.5
46,,165,118,,23,,153,14929,14.87,Low,5.7,1.9,2722,65,38.4,28.5
21,,154,104,,14,,150,6723,5.59,Low,9.3,1.9,1994,62,38.4,28.5
33,,199,71,,111,,169,11386,12.18,Low,7.7,1.9,3684,60,38.4,28.5
57,,199,105,,25,,82,17493,4.71,Low,6.7,1.9,3728,55,38.4,28.5
44,,188,94,,55,,120,1670,9.01,Low,8.9,1.9,2626,89,38.4,28.5
27,,177,100,,16,,114,10744,4.54,Low,4.1,1.9,3589,82,38.4,28.5
27,,158,84,,21,,133,19386,8.17,Medium,8.4,1.9,3890,69,38.4,28.5
36,,167,59,,44,,108,5898,5.83,High,9,1.9,3354,65,38.4,28.5
55,,173,77,,94,,93,17485,1.13,High,6.3,1.9,3985,79,38.4,28.5
38,,176,76,,15,,172,7525,7.43,High,9.8,1.9,1771,53,38.4,28.5
41,,183,79,,92,,159,4174,6.6,Low,8.4,1.9,2868,56,38.4,28.5
38,,189,107,,25,,172,5176,9.13,High,8.5,1.9,2634,84,38.4,28.5
37,,166,109,,47,,140,16478,7.75,Medium,5.2,1.9,1536,67,38.4,28.5
41,,167,90,,10,,113,13725,11.76,High,6.7,1.9,2841,84,38.4,28.5
45,,172,67,,75,,136,8432,10.69,Medium,8.2,1.9,3317,82,38.4,28.5
37,,180,70,,15,,87,9540,8.9,Low,9,1.9,3490,75,38.4,28.5
59,,164,81,,47,,173,3284,2.91,Low,7,1.9,3397,85,38.4,28.5
37,,180,87,,113,,122,1699,14.77,Low,8.6,1.9,1586,56,38.4,28.5
27,,179,84,,36,,148,14368,3.92,High,4,1.9,2353,67,38.4,28.5
20,,187,97,,54,,119,4794,11.74,Low,7.3,1.9,2745,69,38.4,28.5
43,,163,97,,39,,123,18565,9.24,Low,5.4,1.9,1547,85,38.4,28.5
34,,193,82,,23,,147,6038,8.84,Low,4.6,1.9,3591,54,38.4,28.5
34,,187,117,,53,,95,17521,8.27,High,7.3,1.9,2924,63,38.4,28.5
28,,184,116,,48,,90,16842,11.9,Low,5.9,1.9,3878,88,38.4,28.5
46,,170,76,,98,,118,1935,8.97,Low,9.5,1.9,2861,58,38.4,28.5
47,,158,51,,93,,145,11067,7.86,High,4.2,1.9,2181,58,38.4,28.5
45,,181,105,,107,,112,11302,3.22,Medium,4.2,1.9,3301,82,38.4,28.5
37,,199,95,,110,,122,2176,14.24,High,4.8,1.9,2864,61,38.4,28.5
55,,199,60,,41,,107,18652,11.11,Medium,4.3,1.9,1770,87,38.4,28.5
22,,185,63,,13,,146,3456,11.1,High,8.1,1.9,1676,58,38.4,28.5
44,,171,62,,30,,100,14997,12.66,High,6.3,1.9,3526,77,38.4,28.5
35,,150,54,,40,,103,4000,14.58,Low,9,1.9,2041,58,38.4,28.5
50,,184,106,,108,,150,10221,9.2,Medium,4.6,1.9,3001,62,38.4,28.5
45,,180,81,,31,,102,14404,13.63,Low,6,1.9,1702,81,38.4,28.5
34,,176,75,,88,,170,3891,1.44,High,6.4,1.9,2635,75,38.4,28.5
52,,197,73,,58,,85,4576,14.73,Medium,7.7,1.9,3361,69,38.4,28.5
18,,196,109,,95,,126,8729,8.52,High,7.1,1.9,3489,79,38.4,28.5
24,,154,98,,65,,155,10879,5.61,Medium,8.6,1.9,3521,77,38.4,28.5
20,,186,114,,112,,115,8616,12.23,Low,8.4,1.9,2341,89,38.4,28.5
31,,196,95,,11,,155,18219,1.75,Low,4.2,1.9,2295,59,38.4,28.5
49,,168,88,,118,,177,2746,14.11,High,6.3,1.9,3976,79,38.4,28.5
20,,168,79,,117,,164,18880,3.24,Low,8.4,1.9,3896,81,38.4,28.5
59,,191,87,,92,,116,18518,14.63,Low,6.5,1.9,2459,88,38.4,28.5
28,,161,96,,116,,81,17594,14.33,High,6.9,1.9,1813,51,38.4,28.5
36,,169,108,,44,,88,9689,10.6,High,5.9,1.9,3216,85,38.4,28.5
59,,173,93,,114,,172,11847,0.59,Low,4.4,1.9,1863,53,38.4,28.5
30,,168,53,,58,,114,8963,4.09,Medium,6.6,1.9,1962,73,38.4,28.5
29,,165,86,,24,,175,8744,13.16,Low,6.2,1.9,3625,66,38.4,28.5
40,,172,76,,32,,149,11521,11.05,Medium,9.8,1.9,2855,50,38.4,28.5
20,,187,90,,68,,113,17699,14.76,High,9.8,1.9,3771,76,38.4,28.5
33,,151,66,,49,,83,18817,5.78,Low,8.6,1.9,3848,61,38.4,28.5
18,,174,72,,67,,126,8088,1.32,Medium,6.3,1.9,1956,56,38.4,28.5
35,,163,62,,14,,125,12198,5.29,Low,6.6,1.9,3188,73,38.4,28.5
50,,194,108,,67,,172,15416,14.68,High,7.5,1.9,3682,78,38.4,28.5
18,,195,101,,12,,160,13372,6.3,High,6.8,1.9,1631,53,38.4,28.5
51,,182,61,,77,,154,5889,0.7,Low,4.3,1.9,3283,52,38.4,28.5
32,,175,67,,97,,143,11644,8.06,Medium,7.9,1.9,2626,60,38.4,28.5
23,,197,65,,11,,97,4530,0.66,Low,7.9,1.9,1564,82,38.4,28.5
37,,159,90,,57,,136,7652,5.86,Low,5.2,1.9,3750,72,38.4,28.5
38,,170,98,,97,,129,15805,10.29,High,4.8,1.9,3931,82,38.4,28.5
58,,164,69,,41,,101,14577,11.67,High,4.1,1.9,2537,66,38.4,28.5
31,,183,119,,91,,96,3383,6.22,Low,4.7,1.9,2310,51,38.4,28.5
27,,184,85,,110,,153,5229,7.44,Low,5.7,1.9,3304,60,38.4,28.5
24,,159,107,,96,,85,8846,2.76,High,8.1,1.9,3580,73,38.4,28.5
56,,159,56,,15,,107,3399,10.21,High,8.7,1.9,2980,63,38.4,28.5
40,,154,94,,106,,89,8248,2.55,High,4.7,1.9,2427,85,38.4,28.5
53,,175,55,,64,,81,16295,9.41,Medium,4.3,1.9,1995,62,38.4,28.5
20,,152,61,,92,,156,3435,9.48,Medium,6.5,1.9,1605,74,38.4,28.5
27,,166,74,,21,,155,16652,13.74,Low,9.3,1.9,3981,87,38.4,28.5
55,,197,90,,53,,132,9092,6.22,Medium,9.3,1.9,2112,78,38.4,28.5
20,,159,62,,98,,122,11929,5.66,High,4.4,1.9,1760,77,38.4,28.5
24,,161,63,,95,,91,6642,10.67,High,9.7,1.9,2959,87,38.4,28.5
38,,197,70,,53,,101,13440,9.89,Low,8.3,1.9,1874,84,38.4,28.5
59,,173,89,,87,,114,14823,13.65,Medium,6.4,1.9,2940,76,38.4,28.5
34,,186,85,,29,,151,8844,9.1,Medium,8.3,1.9,2976,64,38.4,28.5
30,,198,110,,100,,121,9202,0.75,Low,7,1.9,1865,66,38.4,28.5
35,,189,112,,83,,115,14620,6.11,High,4.8,1.9,3045,89,38.4,28.5
34,,150,105,,33,,140,12183,12.9,Low,6.7,1.9,2168,58,38.4,28.5
36,,167,90,,30,,105,8786,6.06,Medium,4.9,1.9,1979,60,38.4,28.5
56,,171,100,,41,,173,5535,1.06,Medium,5.9,1.9,2008,77,38.4,28.5
39,,169,111,,45,,124,13510,12.12,Medium,5.5,1.9,3346,79,38.4,28.5
48,,155,118,,41,,168,9136,10.9,Medium,5.9,1.9,2045,55,38.4,28.5
49,,169,90,,118,,153,1846,13.42,High,7,1.9,3659,77,38.4,28.5
47,,184,112,,18,,167,2611,13.06,Low,5.1,1.9,1684,52,38.4,28.5
21,,155,86,,27,,177,7252,13.18,Medium,7.5,1.9,2841,87,38.4,28.5
43,,157,109,,66,,97,8132,3.51,Low,4.4,1.9,3191,59,38.4,28.5
39,,157,82,,41,,114,13236,5.14,High,8.1,1.9,3578,63,38.4,28.5
57,,159,99,,58,,160,18370,8.22,High,5.7,1.9,2103,51,38.4,28.5
34,,177,82,,82,,144,2216,12.17,Medium,4.6,1.9,2401,53,38.4,28.5
49,,163,89,,42,,166,10243,1.93,High,8.8,1.9,2981,58,38.4,28.5
50,,154,113,,118,,94,3325,0.52,Low,8.1,1.9,1548,53,38.4,28.5
35,,155,116,,101,,137,19213,14.7,High,7,1.9,2079,51,38.4,28.5
26,,150,51,,112,,96,10988,12.37,Low,8.3,1.9,3321,70,38.4,28.5
21,,169,73,,75,,133,19429,8.17,High,4.4,1.9,1823,50,38.4,28.5
48,,161,99,,108,,110,6573,5.34,High,4.5,1.9,2142,79,38.4,28.5
49,,195,71,,105,,147,6849,5.84,High,7,1.9,2959,56,38.4,28.5
35,,185,53,,79,,162,1733,9.62,Low,5.1,1.9,1772,65,38.4,28.5
47,,157,83,,98,,134,13054,2.3,Medium,7.8,1.9,2329,59,38.4,28.5
26,,166,81,,36,,84,1592,9.49,Low,8.5,1.9,2994,68,38.4,28.5
21,,174,55,,13,,149,19210,8.23,High,5.5,1.9,3427,65,38.4,28.5
37,,166,57,,90,,102,15968,7.03,Medium,9.7,1.9,2275,64,38.4,28.5
49,,187,102,,44,,118,8439,2.26,High,5.5,1.9,3241,61,38.4,28.5
40,,198,85,,37,,159,16769,7.01,Low,9.7,1.9,3323,69,38.4,28.5
51,,195,57,,83,,138,17692,7.87,Medium,6.6,1.9,3951,65,38.4,28.5
45,,191,107,,111,,123,4212,2.72,High,9.4,1.9,3306,62,38.4,28.5
35,,184,85,,37,,137,11680,2.81,Medium,6.5,1.9,2375,54,38.4,28.5
49,,179,70,,62,,147,2833,0.88,Medium,5.3,1.9,3240,69,38.4,28.5
46,,195,107,,65,,111,18363,7.59,Low,6.7,1.9,1702,80,38.4,28.5
32,,164,78,,37,,115,14741,10.86,Medium,5.9,1.9,1883,76,38.4,28.5
55,,183,84,,108,,167,6661,3.78,Medium,6.3,1.9,3804,76,38.4,28.5
18,,162,98,,10,,157,14177,9.71,Low,5.6,1.9,2209,62,38.4,28.5
52,,175,112,,74,,81,10672,7.14,Low,7.7,1.9,3771,89,38.4,28.5
38,,173,62,,59,,162,3386,3.04,High,5.9,1.9,3747,73,38.4,28.5
53,,167,77,,91,,91,17370,12.57,High,9.3,1.9,3258,88,38.4,28.5
56,,161,89,,27,,82,5104,4.53,High,5.7,1.9,2318,57,38.4,28.5
49,,195,115,,38,,161,9994,12.04,Low,7.2,1.9,3747,61,38.4,28.5
38,,190,100,,43,,167,8153,0.58,High,8.1,1.9,3176,85,38.4,28.5
20,,162,54,,54,,86,7964,9.38,Medium,6.6,1.9,3258,82,38.4,28.5
24,,159,89,,91,,97,9714,13.74,Low,5.3,1.9,1740,87,38.4,28.5
47,,163,58,,119,,87,9119,12.1,Medium,6.2,1.9,3868,52,38.4,28.5
24,,197,117,,35,,129,16868,1.15,Medium,6.3,1.9,2093,72,38.4,28.5
25,,165,67,,73,,119,18089,14.23,Low,5.7,1.9,3099,78,38.4,28.5
53,,179,66,,55,,83,12711,9.55,Low,9.8,1.9,3862,80,38.4,28.5
30,,152,75,,80,,148,2748,0.68,Low,7,1.9,3232,51,38.4,28.5
18,,194,102,,26,,90,10703,2.71,Medium,6.5,1.9,3148,64,38.4,28.5
35,,186,102,,87,,106,5010,12.33,Low,6.5,1.9,1819,80,38.4,28.5
41,,186,119,,72,,91,8286,6.22,High,8.5,1.9,3659,62,38.4,28.5
59,,170,64,,104,,141,1222,11.96,High,6.2,1.9,2515,54,38.4,28.5
23,,173,87,,58,,165,5342,8.87,Low,5.1,1.9,2136,79,38.4,28.5
33,,179,74,,37,,167,12775,7.4,Medium,8,1.9,3412,86,38.4,28.5
19,,152,115,,113,,115,17289,0.68,Low,8.1,1.9,1513,61,38.4,28.5
42,,153,61,,46,,133,9795,14.16,High,5.4,1.9,3063,63,38.4,28.5
55,,166,86,,82,,100,13602,3.11,High,7.2,1.9,2012,72,38.4,28.5
55,,181,86,,108,,161,19995,3.5,Low,9.2,1.9,2056,69,38.4,28.5
44,,179,56,,72,,164,12627,4.93,High,4.5,1.9,2900,89,38.4,28.5
21,,181,80,,21,,127,2284,5.12,High,9.2,1.9,3892,68,38.4,28.5
28,,160,75,,29,,143,5712,13.6,High,5.5,1.9,2338,74,38.4,28.5
38,,156,96,,63,,139,17926,4.72,Medium,9,1.9,3744,77,38.4,28.5
40,,171,112,,42,,83,3796,14.18,Medium,6.3,1.9,3201,63,38.4,28.5
55,,197,89,,24,,135,15804,5.93,Medium,5.3,1.9,2423,50,38.4,28.5
22,,155,109,,34,,156,9782,11.89,Low,8.7,1.9,2109,79,38.4,28.5
28,,162,83,,23,,85,5852,5.36,Low,8.4,1.9,1627,64,38.4,28.5
44,,159,111,,83,,80,19754,8.31,Low,9.4,1.9,1511,87,38.4,28.5
40,,151,60,,52,,86,16541,11.59,High,8.6,1.9,1854,76,38.4,28.5
42,,190,76,,97,,104,12457,3.09,Low,5.5,1.9,2703,53,38.4,28.5
43,,175,102,,114,,109,9173,9.67,High,4.6,1.9,1933,66,38.4,28.5
32,,162,79,,23,,116,5865,8.75,Low,4.9,1.9,1935,77,38.4,28.5
55,,184,66,,65,,166,12111,12.76,High,4.2,1.9,3610,76,38.4,28.5
48,,195,68,,40,,91,14444,12.04,Low,6.9,1.9,3500,66,38.4,28.5
49,,198,63,,44,,125,7814,9.16,Low,4.5,1.9,2537,53,38.4,28.5
32,,188,74,,16,,167,16138,12.07,Medium,6.7,1.9,2453,56,38.4,28.5
40,,173,108,,88,,159,11767,3.35,Medium,9.6,1.9,3754,81,38.4,28.5
19,,181,58,,101,,84,7170,12.5,Medium,9,1.9,3106,86,38.4,28.5
32,,198,63,,116,,161,12268,2.89,Low,4.9,1.9,3046,60,38.4,28.5
56,,170,65,,99,,126,18420,13.3,Low,8.6,1.9,3334,84,38.4,28.5
50,,175,113,,13,,89,5679,7.8,Medium,6.6,1.9,1707,74,38.4,28.5
57,,153,104,,49,,88,15063,7.93,High,7.3,1.9,1557,57,38.4,28.5
35,,179,103,,110,,127,13991,0.72,Low,5.6,1.9,3603,52,38.4,28.5
46,,185,80,,48,,107,12797,2.79,Low,4.8,1.9,1793,63,38.4,28.5
32,,160,102,,98,,126,5758,11.28,High,7.6,1.9,3133,50,38.4,28.5
56,,153,89,,81,,129,3663,10.65,Low,9.4,1.9,2643,58,38.4,28.5
32,,153,57,,61,,101,2215,14.79,Medium,7.1,1.9,1513,80,38.4,28.5
28,,180,63,,72,,115,13690,11.84,Low,6.1,1.9,3042,85,38.4,28.5
53,,176,109,,119,,109,7009,7.21,Low,6.7,1.9,3295,79,38.4,28.5
57,,187,92,,14,,123,5679,7.72,Medium,5.9,1.9,2169,79,38.4,28.5
58,,169,108,,20,,143,6743,10.62,Medium,4.2,1.9,3291,82,38.4,28.5
33,,162,63,,49,,155,6204,12.2,Medium,7.8,1.9,2924,57,38.4,28.5
20,,170,84,,41,,116,2341,10.48,High,4.2,1.9,3226,83,38.4,28.5
52,,185,63,,86,,170,4920,8.54,Medium,4.6,1.9,3380,61,38.4,28.5
42,,172,58,,108,,96,10281,7.01,Medium,4.4,1.9,3746,53,38.4,28.5
34,,180,88,,74,,97,4981,8.56,Low,5,1.9,3743,55,38.4,28.5
36,,157,106,,111,,175,13285,5.91,Low,6.8,1.9,3301,63,38.4,28.5
43,,183,103,,46,,106,7752,9.99,High,5.9,1.9,1950,52,38.4,28.5
48,,177,94,,118,,134,8775,0.74,Medium,6.2,1.9,1541,64,38.4,28.5
22,,156,50,,90,,135,13434,11.28,Medium,6.1,1.9,1723,79,38.4,28.5
24,,191,58,,117,,127,15655,11.39,Low,5.5,1.9,3746,75,38.4,28.5
40,,152,80,,19,,167,1260,10.65,Medium,8,1.9,1631,61,38.4,28.5
44,,196,76,,73,,178,11031,5.58,High,6.7,1.9,3151,83,38.4,28.5
36,,151,73,,39,,96,18847,9.71,Medium,9,1.9,1522,62,38.4,28.5
54,,192,97,,12,,106,12163,2.47,High,9.5,1.9,2369,62,38.4,28.5
44,,156,90,,88,,136,5991,2.84,Medium,8.2,1.9,2943,88,38.4,28.5
57,,190,76,,86,,172,17752,12.24,Medium,4.9,1.9,1568,86,38.4,28.5
29,,185,87,,13,,107,16873,8.39,High,4.2,1.9,2937,86,38.4,28.5
57,,179,113,,67,,136,15990,4.59,Low,5.2,1.9,3738,69,38.4,28.5
55,,162,98,,26,,148,14518,11.88,High,6.9,1.9,1966,86,38.4,28.5
52,,199,75,,92,,154,5598,4.71,Medium,9.2,1.9,3658,73,38.4,28.5
24,,159,79,,25,,167,7572,10.42,High,9.4,1.9,2716,56,38.4,28.5
